tahun,bulan,kota_kabupaten,kecamatan,kelurahan,jenis_kelamin ,jumlah
2021,03,JAKARTA TIMUR,PULO GADUNG,JATI,Perempuan,16
2021,03,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,Perempuan,14
2021,03,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,Perempuan,24
2021,03,JAKARTA TIMUR,JATINEGARA,BALI MESTER,Perempuan,5
2021,03,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,Perempuan,12
2021,03,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,Perempuan,15
2021,03,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,Perempuan,33
2021,03,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,Perempuan,19
2021,03,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,Perempuan,24
2021,03,JAKARTA TIMUR,KRAMATJATI,KRAMATJATI,Perempuan,19
2021,03,JAKARTA TIMUR,KRAMATJATI,TENGAH,Perempuan,18
2021,03,JAKARTA TIMUR,KRAMATJATI,DUKUH,Perempuan,5
2021,03,JAKARTA TIMUR,KRAMATJATI,BATU AMPAR,Perempuan,18
2021,03,JAKARTA TIMUR,KRAMATJATI,BALEKAMBANG,Perempuan,25
2021,03,JAKARTA TIMUR,KRAMATJATI,CILILITAN,Perempuan,15
2021,03,JAKARTA TIMUR,KRAMATJATI,CAWANG,Perempuan,14
2021,03,JAKARTA TIMUR,PASAR REBO,GEDONG,Perempuan,14
2021,03,JAKARTA TIMUR,PASAR REBO,BARU,Perempuan,5
2021,03,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,Perempuan,16
2021,03,JAKARTA TIMUR,PASAR REBO,KALISARI,Perempuan,21
2021,03,JAKARTA TIMUR,PASAR REBO,PEKAYON,Perempuan,16
2021,03,JAKARTA TIMUR,CAKUNG,JATINEGARA,Perempuan,21
2021,03,JAKARTA TIMUR,CAKUNG,RAWA TERATE,Perempuan,9
2021,03,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,Perempuan,30
2021,03,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,Perempuan,17
2021,03,JAKARTA TIMUR,CAKUNG,PULO GEBANG,Perempuan,40
2021,03,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,Perempuan,12
2021,03,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,Perempuan,19
2021,03,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,Perempuan,25
2021,03,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,Perempuan,30
2021,03,JAKARTA TIMUR,DUREN SAWIT,KLENDER,Perempuan,37
2021,03,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,Perempuan,40
2021,03,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,Perempuan,12
2021,03,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,Perempuan,16
2021,03,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,Perempuan,14
2021,03,JAKARTA TIMUR,MAKASAR,MAKASAR,Perempuan,13
2021,03,JAKARTA TIMUR,MAKASAR,PINANGRANTI,Perempuan,13
2021,03,JAKARTA TIMUR,MAKASAR,KEBON PALA,Perempuan,24
2021,03,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,Perempuan,16
2021,03,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Perempuan,27
2021,03,JAKARTA TIMUR,CIRACAS,CIRACAS,Perempuan,21
2021,03,JAKARTA TIMUR,CIRACAS,CIBUBUR,Perempuan,37
2021,03,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Perempuan,12
2021,03,JAKARTA TIMUR,CIRACAS,SUSUKAN,Perempuan,16
2021,03,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Perempuan,19
2021,03,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Perempuan,8
2021,03,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Perempuan,12
2021,03,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Perempuan,3
2021,03,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Perempuan,11
2021,03,JAKARTA TIMUR,CIPAYUNG,SETU,Perempuan,5
2021,03,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Perempuan,8
2021,03,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Perempuan,23
2021,03,JAKARTA TIMUR,CIPAYUNG,CEGER,Perempuan,3
